name,address,locality,phone
Atmore Memorial Chapel Funeral Home,1400 E Nashville Ave,"Atmore, AL 36502",(251) 710-8857
Barbecue House,345 S College St,"Auburn, AL 36830",(334) 826-8277
Cothran's Bakery,440 George Wallace Dr,"Gadsden, AL 35903",(256) 547-2133
Hungry Howie's Pizza,2206 Airport Blvd Ste F,"Mobile, AL 36606",(251) 478-1616
Lloyd's Restaurant,5301 Highway 280,"Birmingham, AL 35242",(205) 991-5530
Clark's Kitchen & Catering,5817 Old Shell Rd,"Mobile, AL 36608",(251) 622-0869
Mexican Express,3228D Bob Wallace Ave SW,"Huntsville, AL 35805",(256) 533-7000
Tamara's Downtown,104 N Section St,"Fairhope, AL 36532",(251) 929-2219
Vocelli Pizza,5479 Highway 280 Ste 126,"Birmingham, AL 35242",(205) 968-1990
China Ocean Super Buffet,740 Schillinger Rd S,"Mobile, AL 36695",(251) 607-7171
Grand Hotel Mariott Resort Golf Club & Spa,1 N Grand Blvd,"Fairhope, AL 36532",(251) 928-9201
Miss Myra's Pit Bar B Q,3278 Cahaba Heights Rd,"Vestavia, AL 35243",(205) 967-6004
Family Pharmacy of Spring Hill,4415 Old Shell Rd,"Mobile, AL 36608",(251) 300-3003
Cocacola  United,4600 E LAKE Blvd,"Birmingham, AL 35217",(205) 841-2653
Chive Talk'n Catering,821 S Mobile St,"Fairhope, AL 36532",(251) 270-7096
Highway 55 Burger Shakes and Fries,437 Green Springs Hwy,"Birmingham, AL 35209",(205) 874-9199
Bunyan's Bar B Que,901 W College St,"Florence, AL 35630",(256) 766-3522
Barone's Pizza and Arcade,407 George Wallace,"Gadsden, AL 35903",(256) 543-8295
Barone's Pizza and Arcade,2200 Gault Ave N,"Fort Payne, AL 35967",(256) 979-1234
Top Hat Barbecue,8725 US-31,"Hayden, AL 35079",(256) 352-9919
Subway,401 N Court St,"Florence, AL 35630",(256) 760-0914
Wing Street,5821 Old Shell Rd,"Mobile, AL 36608",(251) 380-0818
Hardee's,1616 Decatur Hwy,"Fultondale, AL 35068",(205) 849-7010
Los Arcos,1720 Us Highway 431,"Boaz, AL 35957",(256) 593-9044
Subway,1074 N Eufaula Ave,"Eufaula, AL 36027",(334) 687-9067
Behind the Pines,8818 State Highway 180,"Gulf Shores, AL 36542",(251) 948-3052
El Tenampa,123 W Smith St,"Butler, AL 36904",(205) 459-3355
The Old Cookstove Restaurant,89 Reeder Rd,"Danville, AL 35619",(256) 462-1151
Miyako Japanese Restaurant,10013 Memorial Pkwy SE,"Huntsville, AL 35803",(256) 880-9879
Super Canton,511 E Maple Ave Ste 3,"Geneva, AL 36340",(334) 684-1088
Charlie's BBQ,13960 Us Highway 411,"Odenville, AL 35120",(205) 629-2998
Henry's Burgers N Cream,15687 Highway 216,"Brookwood, AL 35444",(205) 554-1932
Jack's Family Restaurants,801 Us Highway 80 W,"Demopolis, AL 36732",(334) 239-4922
La Gran Fiesta,925 Us Highway 80 E,"Demopolis, AL 36732",(334) 289-1171
Whitt's Barbecue,22747 Al Highway 24,"Moulton, AL 35650",(256) 974-9477
Glo's Cafe,401 W Washington St,"Dothan, AL 36301",(334) 671-8881
Huddle House,1402 County Park Rd,"Scottsboro, AL 35769",(256) 575-0300
Callaghan Irish Social Club,916 Charleston St,"Mobile, AL 36604",(251) 433-9374
Subway,2103 Center Point Pkwy,"Birmingham, AL 35215",(205) 854-9527
Subway,5827 Highway 90 Ste BB,"Theodore, AL 36582",(251) 654-0048
Lunch Box Express,1719 27th Ter S,"Birmingham, AL 35209",(205) 871-7901
Good Friend Chinese & Seafood,1720 Dennison Ave SW,"Birmingham, AL 35211",(205) 923-5500
Wings & Rings Restaurant,301 Oporto Madrid Blvd S,"Birmingham, AL 35206",(205) 836-9394
Jack's Family Restaurants,3211 Woodward Ave,"Muscle Shoals, AL 35661",(256) 381-2414
Slatexp Inc,4268 Cahaba Heights Ct,"Vestavia, AL 35243",(205) 259-2680
Guthrie’s,11831 Al Highway 157,"Moulton, AL 35650",(256) 974-5440
King Neptune's Seafood Restaurant,1137 Gulf Shores Pkwy,"Gulf Shores, AL 36542",(251) 968-5464
Burger King,5940 Al Highway 157,"Cullman, AL 35058",(256) 775-0405
Sportsman Lounge,1910 Joe Bruer Rd,"Daleville, AL 36322",(334) 347-0789
Ruby Tuesday,3417 Ross Clark Cir,"Dothan, AL 36303",(334) 702-8296
Seoul Restaurant,430 Green Springs Hwy,"Birmingham, AL 35209",(205) 945-8007
Arby's,227 Howell St,"Fultondale, AL 35068",(205) 808-5308
Dairy Queen Grill & Chill,650 Claxton Ave N,"Elba, AL 36323",(334) 897-5188
Outlaw Steakhouse,4641 Wyeth Dr,"Guntersville, AL 35976",(256) 582-4653
Subway,300 Highway 78 E Ste B4,"Jasper, AL 35501",(205) 387-0444
Ruby Tuesday,101 Troy Plaza Loop,"Troy, AL 36081",(334) 566-9311
Zaxby's,282 Palisades Blvd,"Birmingham, AL 35209",(205) 423-0523
Burger King,504 N Main St,"Tuskegee, AL 36083",
China King,25637 Canal Rd Ste G,"Orange Beach, AL 36561",(251) 224-1888
Julwins,411 Fairhope Ave,"Fairhope, AL 36532",(251) 990-9372
Juanes Mexican Grill,1186 University Way,"Brent, AL 35034",(205) 926-4041
Salvatore's Pizza And Pasta,4673 Highway 280,"Birmingham, AL 35242",(205) 991-2881
Gg's Stockyard Cafe,77 Noel Cir,"Uniontown, AL 36786",(334) 628-4441
Chick-fil-A (CLOSED),2682 Eastern Blvd,"Montgomery, AL 36117",(334) 271-0104
Subway,5100 Curry Hwy Ste 142,"Jasper, AL 35503",(205) 387-2864
Lucky Wok,959 Gilbert Ferry Rd SE Ste D,"Attalla, AL 35954",(256) 538-9668
Chang's Chinese Restaurant,1825 McFarland Blvd N Ste 240,"Tuscaloosa, AL 35406",(205) 391-9131
Eastside Grille,6667 Atlanta Hwy,"Montgomery, AL 36117",(334) 274-1200
Lotus Garden,1602 Highway 5 S,"Marion, AL 36756",(334) 683-5700
Just Released,103 Broad St,"Camden, AL 36726",(334) 337-4446
Tweets BBQ,3256 Main St,"Altoona, AL 35952",(205) 589-2600
O Tasty Restaurant,606 S Main St,"Brundidge, AL 36010",(334) 735-3944
Golden Gate,17957 Highway 280 Ste D,"Dadeville, AL 36853",(256) 825-9886
Zaxby's,618 Highland Ave,"Selma, AL 36701",(334) 872-6531
Red Robin Gourmet Burgers,5029 Pinnacle Sq,"Birmingham, AL 35235",(205) 661-0492
Subway,8390 S U S 231,"Dothan, AL 36301",(334) 702-4693
The Cribb Corporation,105 N 6th St,"Opelika, AL 36801",(334) 741-5432
Burger King,415 2nd Ave,"Opelika, AL 36801",(334) 749-3351
Schlotzsky's,8969 Madison Blvd,"Madison, AL 35758",(256) 464-5300
Bubba's Seafood House,24621 Perdido Beach Blvd,"Orange Beach, AL 36561",(251) 974-1800
"Classic Burger aand BBQ, Inc",1732 15th St N,"Bessemer, AL 35020",(205) 424-5742
Tokyo Japanese Steak House and Sushi Bar,1105 Wayne Rd NW,"Huntsville, AL 35806",(256) 217-1719
Chick-fil-A,385 Fieldstown Rd,"Gardendale, AL 35071",(205) 608-3488
Applebee's,579 Brookwood Vlg,"Birmingham, AL 35209",(205) 879-5673
Popeyes Louisiana Kitchen,5413 Highway 90 W,"Mobile, AL 36619",(251) 661-6774
Godfather's Pizza,118 Saraland Loop,"Saraland, AL 36571",(251) 679-0871
Iguana Grill,2085 Colonial Dr,"Hoover, AL 35216",(205) 987-8240
McDonald's,1024 Saraland Blvd S,"Saraland, AL 36571",(251) 675-2304
Donut Palace,7985 Highway 72 W,"Madison, AL 35758",(256) 325-4009
Double Olive,2033 Airport Blvd,"Mobile, AL 36606",(251) 450-5001
Prairie Fire Grille,5426 Highway 280,"Birmingham, AL 35242",(205) 991-1313
Firehouse Subs,6890 Us Highway 90,"Daphne, AL 36526",(251) 625-8723
Her-Icanes Sports Bar,4104 Cogswell Ave,"Pell City, AL 35125",(205) 814-5482
Captain D's Seafood Kitchen,2922 20th Ave,"Valley, AL 36854",(334) 768-3388
Domino's Pizza,21545 State Highway 59 S Ste E,"Robertsdale, AL 36567",(251) 947-1033
McDonald's,464 South Blvd,"Brewton, AL 36426",(251) 867-4540
Sidney's,13195 N Wintzell Ave,"Bayou La Batre, AL 36509",(251) 824-2837
Waffle House,1410 Glenn Blvd SW,"Fort Payne, AL 35968",(256) 845-7404
Carlile's Barbeque,3511 6th Ave S,"Birmingham, AL 35222",(205) 254-9266
Hardee's,1215 Washington St,"Marion, AL 36756",(334) 683-4158
Sneaky Pete's Hot Dogs,3507 6th Ave S,"Birmingham, AL 35222",(205) 254-9762
Subway,19 Western Byp,"Clayton, AL 36016",(334) 775-7200
Arby's,5032 Oscar Baxter Dr,"Tuscaloosa, AL 35405",(205) 344-5701
Logan's Roadhouse,835 Rainbow Dr,"Gadsden, AL 35901",(256) 543-0470
Thomas Rib Shack,2931 15th St,"Tuscaloosa, AL 35401",(205) 759-5010
Snappy Tomato Pizza,5850 Highway 53 Ste R,"Harvest, AL 35749",(256) 858-6620
Washington Street Diner,100 E Washington St,"Athens, AL 35611",(256) 232-0205
McDonald's,3116 Dauphin Island Pkwy,"Mobile, AL 36605",(251) 478-5390
Taco Bell,213 Lakeshore Pkwy,"Homewood, AL 35209",(205) 942-5024
Kfc,2000 Quintard Ave,"Anniston, AL 36201",(256) 235-2234
Zion Grocery,8399 Highway 159,"Gordo, AL 35466",(205) 364-7511
Subway,2300 Gateway Dr,"Opelika, AL 36801",(334) 749-2309
Dinner by Design,2750 Carl T Jones Dr SE Ste V,"Huntsville, AL 35802",(256) 650-1266
Jack's Family Restaurants,601 Bankhead Blvd,"Talladega, AL 35160",(256) 362-4761
Dairy Queen Grill & Chill,3131 Ross Clark Cir,"Dothan, AL 36303",(334) 793-5222
Subway,205 Helena Market Pl # 205,"Helena, AL 35080",(205) 620-3742
Hardee's,929 Skyland Blvd E,"Tuscaloosa, AL 35405",(205) 345-2184
Subway - Closed,1909 W Dallas Ave Ste A,"Selma, AL 36701",(334) 872-9222
Fish River Grill,11950 County Road 32,"Fairhope, AL 36532",(251) 990-3535
Sweet Basil Alabama,1627 Darby Dr,"Florence, AL 35630",(256) 764-5991
Sonic Drive-In,208 Avalon Ave,"Muscle Shoals, AL 35661",(256) 383-1336
Food Studio B,5511 Highway 280,"Birmingham, AL 35242",(205) 981-8002
Steak-Out Charbroiled Delivery,1823 6th Ave SE,"Decatur, AL 35601",(256) 351-0500
Teak House,1703 Us Highway 98,"Daphne, AL 36526",(251) 625-8680
Blue Plate Cafe,3210 Governors Dr SW,"Huntsville, AL 35805",(256) 533-8808
Hardee's,35 Highway 41 N,"Camden, AL 36726",(334) 682-4147
Cool Beans at the Cafe Dart,115 Montgomery St,"Montgomery, AL 36104",(334) 416-8447
City Cafe,101 1st Ave SE,"Decatur, AL 35601",(256) 353-9719
Great Wall Chinese Restaurant,706 Valley Ave,"Birmingham, AL 35209",(205) 945-1465
Bar 51,2328 S College St,"Auburn, AL 36832",(334) 826-5151
Buffalo Wild Wings,2710 Mcfarland Blvd E,"Tuscaloosa, AL 35405",(205) 523-0273
Taco Bell,1030 Airport Rd SW,"Huntsville, AL 35802",(256) 880-7006
Double B Barbecue,67245 Main St,"Blountsville, AL 35031",(205) 429-2770
Church's Texas Chicken,3052 Jefferson Ave SW,"Birmingham, AL 35211",(205) 925-2822
Captain D's Seafood Kitchen,2263 Us Highway 431,"Boaz, AL 35957",(256) 593-0422
Kfc,205 Us Highway 72 W,"Athens, AL 35611",(256) 232-8033
La Estancia Mexican Restaurant,1465 Bexar Ave W,"Hamilton, AL 35570",(205) 921-0008
McDonald's,3450 Day St,"Montgomery, AL 36108",(334) 834-4310
Krystal,1701 2nd Ave SW,"Cullman, AL 35055",(256) 736-1178
Hardee's,12001 Highway 43 N,"Northport, AL 35475",(205) 333-9948
Subway,433 Huffman Rd,"Birmingham, AL 35215",(205) 868-3858
Huddle House,4482 S Alabama Ave,"Monroeville, AL 36460",(251) 743-4833
Cozumel Mexican Grill,405 Gilmer Ave,"Tallassee, AL 36078",(334) 252-0099
Pasquale's Pizza,915 2nd Ave NW,"Cullman, AL 35055",(256) 734-4990
Savage's Bakery,2916 18th St S,"Birmingham, AL 35209",(205) 871-4901
Subway,2788 Legends Pkwy,"Prattville, AL 36066",(334) 285-4702
Brenda,504 Forrest Ave,"Brewton, AL 36426",(251) 809-0052
Captain D's Seafood Kitchen,101 Supercenter Dr,"Calera, AL 35040",(205) 668-9949
Kitchen,3407 Norman Bridge Rd,"Montgomery, AL 36105",(334) 241-9911
Applebee's,3050 Ross Clark Cir,"Dothan, AL 36301",(334) 793-7800
Marilyn's Deli & Dogs,715 18th St N,"Birmingham, AL 35203",(205) 324-3354
Emily's Cafe & Gourmet Coffee,1052 Pineapple Hwy,"Greenville, AL 36037",(334) 371-8646
Central Taqueria,1508 S Mckenzie St Ste C,"Foley, AL 36535",(251) 943-3436
Voodoo Lounge Bar & Grill,110 Southside Sq,"Huntsville, AL 35801",(256) 539-0335
Don Pepe,230 Doug Baker Blvd,"Birmingham, AL 35242",(205) 408-3880
Main Street Cafe,613 2nd Ave N,"Clanton, AL 35045",(205) 755-2216
Jason's Deli,1520 Eastern Blvd # 12,"Montgomery, AL 36117",(334) 409-9890
Zoes Kitchen,9 Du Rhu Dr,"Mobile, AL 36608",(251) 344-9445
Bertile's,13423 Saint Stephens Ave,"Chatom, AL 36518",(251) 847-2508
The Po'Boy factory,815 Andrew Jackson Way NE,"Huntsville, AL 35801",(256) 539-3616
McDonald's,22943 John T Reid Pkwy,"Scottsboro, AL 35768",(256) 259-2660
Sneaky Pete's Hot Dogs,240 Oxmoor Cir,"Birmingham, AL 35209",(205) 942-7294
Subway,2530 Us Highway 80 W,"Selma, AL 36701",(334) 874-8764
China Kitchen,9120 Airport Blvd,"Mobile, AL 36608",(251) 634-8688
Pepitos Grill,1301 Mcfarland Blvd NE,"Tuscaloosa, AL 35406",(205) 391-4861
Taco Casa,603 15th St E,"Tuscaloosa, AL 35401",(205) 345-0751
Subway,1574 Winchester Rd NE,"Huntsville, AL 35811",(256) 851-7899
Burger King,2910 20th Ave,"Valley, AL 36854",(334) 768-4030
La Orquidea,801 Baltimore Ave,"Albertville, AL 35950",(256) 891-4880
Sister's Deli,Hamburg Rd,"Marion Junction, AL 36759",(334) 683-9983
Pepito's Restaurant,527 Highway 78 W,"Jasper, AL 35501",(205) 221-7222
Chat A Way Cafe,4366 Old Shell Rd,"Mobile, AL 36608",(251) 343-9889
Country's Barbeque,,,(334) 270-0126
Taco Bell,5380 Atlanta Hwy,"Montgomery, AL 36109",(334) 272-7219
Star Buffet,1228 Beltline Rd SW,"Decatur, AL 35601",(256) 350-9777
Super Canton,115 W Mill St,"Hartford, AL 36344",(334) 588-8889
Q & S Soul Food Restaurant,215 41st St S,"Birmingham, AL 35222",(205) 591-1409
China Gourmet Inc,500 Avalon Ave,"Muscle Shoals, AL 35661",(256) 383-4325
China Town,134 Butler Sq,"Greenville, AL 36037",(334) 382-8803
Clark's Restaurant,1221 Kelli Dr,"Athens, AL 35613",(256) 771-7700
Momma Jeans Restaurant-Menu Line,955 2nd St,"Cherokee, AL 35616",(256) 360-2562
McDonald's,765 Academy Dr,"Bessemer, AL 35022",(205) 425-4727
Down Yonder Restaurant,17441 Highway 14,"Pickensville, AL 35447",(205) 373-0405
SOS Lounge,8629 1st Ave N,"Birmingham, AL 35206",(205) 833-8234
Domino's Pizza,1145 Gulf Shores Pkwy,"Gulf Shores, AL 36542",(251) 968-4110
Domino's Pizza,401 Andrew Jackson Way NE,"Huntsville, AL 35801",(256) 539-5000
China Town Restaurant,129 Kelley Blvd,"Millbrook, AL 36054",(334) 285-5335
Burger King,220 S Main St,"Atmore, AL 36502",(251) 321-0167
Villa Fiesta,825 Rainbow Dr,"Gadsden, AL 35901",(256) 546-5161
The Pottery Grill,13751 Highway 11 N,"Cottondale, AL 35453",(205) 554-1815
McDonald's,6100 University Dr NW,"Huntsville, AL 35806",(256) 895-0143
Margarita Grill,234 Cahaba Valley Rd,"Pelham, AL 35124",(205) 982-7281
Willow Point Golf Course,3054 Willow Point Rd,"Alexander City, AL 35010",(256) 212-1407
Jesses Restaurant,14770 Oak St,"Magnolia Springs, AL 36555",(251) 965-3827
Logan's Roadhouse,2400 Gateway Dr,"Opelika, AL 36801",(334) 742-8001
Old Mexico Mexican Restaurant,2920 Ross Clark Cir,"Dothan, AL 36301",(334) 712-1434
River Road Cafe,3701 River Rd,"Muscle Shoals, AL 35661",(256) 446-5917
Mckinney Corner,11980 US Highway 31,"Tanner, AL 35671",(256) 233-6101
Jack's Family Restaurants,202 Memorial Pkwy NE,"Aliceville, AL 35442",(205) 710-0050
Dairy Queen Grill & Chill,1906 Highway 31 SW,"Hartselle, AL 35640",(256) 773-6434
New China,3848 Harrison Rd,"Montgomery, AL 36109",(334) 244-4020
Tony's Steak Barn,804 Alexis Rd,"Centre, AL 35960",(256) 927-2844
Lenny's Sub Shop #393,4052 Government Blvd,"Mobile, AL 36693",(251) 661-8390
Saigon Noodle House,4606 Highway 280 Ste 108,"Birmingham, AL 35242",(205) 408-1800
Crossroad's Steak & Grill,RR 36 Danville,"Birmingham, AL 35242",(256) 751-2722
Domino's Pizza,712 S Mckenzie St,"Foley, AL 36535",(251) 970-1010
Country Market Restaurant,900 Tyson Rd,"Hope Hull, AL 36043",(334) 613-0792
Hooters,1278 Oak Grove Rd,"Birmingham, AL 35209",(205) 940-9145
Zoes Kitchen,1830 29th Ave S,"Birmingham, AL 35209",(205) 870-1100
Mellow Mushroom Auburn,128 N College St,"Auburn, AL 36830",(334) 887-6356
Taco Bell,2047 7th St S,"Clanton, AL 35045",(205) 755-8822
Greenbrier Restaurant,27028 Old Highway 20,"Madison, AL 35756",(256) 351-1800
Bacchus,54 S Conception St,"Mobile, AL 36602",(251) 445-4099
Laney's Restaurant,127 Parkway Dr,"Trussville, AL 35173",(205) 699-7179
Subway,3000 20th Ave,"Valley, AL 36854",(334) 768-2676
Kfc,828 Green Springs Hwy,"Birmingham, AL 35209",(205) 942-7651
Ninety-Nine Restaurant and Pub,925 Beach Club Trl  The Beach Club Resort & Spa,"Gulf Shores, AL 36542",(251) 224-3600
Bishop's Home Style Cooking,4143 W Main St Ste 4,"Dothan, AL 36305",(334) 699-8646
The Hilltop Grill,18627 Highway 82,"Union Springs, AL 36089",(334) 738-3000
Kfc,1111 Skyland Blvd E,"Tuscaloosa, AL 35405",(205) 758-8868
Captain D's Seafood Kitchen,801 Battle St E,"Talladega, AL 35160",(256) 362-2851
Waffle House,2346 Bent Creek Rd,"Auburn, AL 36830",(334) 887-2087
Hardee's,1771 Us Highway 431,"Boaz, AL 35957",(256) 593-7366
Cajun Corner,114 N Eufaula Ave Ste 4,"Eufaula, AL 36027",(334) 616-0816
Subway,1411 Spring Hill Ave,"Mobile, AL 36604",(251) 432-1411
Diamond Jim's and Mrs. Donna's Steakhouse,440 M L King Pkwy W,"Livingston, AL 35470",(205) 652-5750
Hardee's,111 S Chalkville Rd,"Trussville, AL 35173",(205) 655-4215
Hardee's,650 Ozark Rd,"Abbeville, AL 36310",(334) 575-5249
Casa Blanca,1001 Heathland Dr NW,"Huntsville, AL 35816",(256) 895-4265
Jalisco Mexican Restaurant,101 Hillcrest Dr,"Evergreen, AL 36401",(251) 578-1690
Homewood - Birmingham,162 Oxmoor Rd,"Birmingham, AL 35209",(205) 941-9994
O'Henry's,2831 18th St S,"Birmingham, AL 35209",(205) 870-1198
Lenny's Sub Shop #16,7830 Highway 72 W Ste 150,"Madison, AL 35758",(256) 721-9770
Huddle House,50 Charlie Dawson Rd,"Brewton, AL 36426",(251) 867-4101
Subway,901 Woodward Ave,"Muscle Shoals, AL 35661",(256) 386-7827
Foosackly's,7641 Airport Blvd,"Mobile, AL 36608",(251) 607-7667
Jack's Family Restaurants,30085 State Highway 79,"Locust Fork, AL 35097",(205) 680-3902
Dragon Garden Chinese Restaurant,603 Mcmeans Ave,"Bay Minette, AL 36507",(251) 937-7321
Sonic Drive-In,907 Jordan Ln NW,"Huntsville, AL 35816",(256) 430-5021
Subway,165 Vaughan Ln,"Pell City, AL 35125",(205) 884-7824
Wendy's,21950 State Highway 59 S,"Robertsdale, AL 36567",(251) 947-9430
Cracker Barrel Old Country Store,1212 Kelli Dr,"Athens, AL 35613",(256) 232-4141
China King Chinese Restaurant,4760 Eastern Valley Rd,"Mc Calla, AL 35111",(205) 477-8388
Cotton's Alabama Barbecue,4485 Kowaliga Rd,"Eclectic, AL 36024",(334) 541-2217
Taco Bell,381 Palisades Blvd,"Birmingham, AL 35209",(205) 848-8147
McDonald's,431 Marietta Rd,"Springville, AL 35146",(205) 467-2054
Firehouse Subs,1907 S College St,"Auburn, AL 36832",(334) 887-6400
Captain D's Seafood Kitchen,1104 Glenn Blvd SW,"Fort Payne, AL 35967",(256) 845-5551
Habaneros,1601 Montgomery Hwy,"Hoover, AL 35216",(205) 979-7772
Jack's Family Restaurants,1575 Us Highway 43,"Winfield, AL 35594",(205) 710-0033
Sheilas Pizza,119 Lightwood Rd,"Deatsville, AL 36022",(334) 569-1066
Jack's Family Restaurants,1426 Temple Ave N,"Fayette, AL 35555",(205) 710-0071
China Palace,124 Saraland Blvd S,"Saraland, AL 36571",(251) 679-8681
Meteor Buffet,751 Highway 72 E,"Huntsville, AL 35811",(256) 852-8138
Subway,2181 Pelham Pkwy,"Pelham, AL 35124",(205) 985-9055
Arby's,1840 Cherokee Ave SW,"Cullman, AL 35055",(256) 775-3999
Krispy Krunchy Chicken,1213 State St,"Greensboro, AL 36744",(334) 624-3767
McDonald's,4002 University Dr NW,"Huntsville, AL 35816",(256) 837-3970
The Fish Creel,7367 Highway 207,"Anderson, AL 35610",(256) 247-0969
China Star Restaurant,425 Pike St,"Monroeville, AL 36460",(251) 575-3338
The Rawls Restaurant,116 S Main St,"Enterprise, AL 36330",(334) 417-0668
Costa's Mediterranean Cafe,5891 Trussville Crossings Pkwy,"Birmingham, AL 35235",(205) 655-9779
Stampede Steakhouse,710 Battle St E,"Talladega, AL 35160",(256) 315-0600
Kfc,1818 9th Ave N,"Bessemer, AL 35020",(205) 428-0360
Little Caesars Pizza,1485 Andrews Ave,"Ozark, AL 36360",(334) 774-1001
Chili's Grill & Bar,7355 Eastchase Pkwy,"Montgomery, AL 36117",(334) 270-1973
Domino's Pizza,11321 Memorial Pkwy SE,"Huntsville, AL 35803",(256) 882-1080
Glory's Family Dining,6509 Ej Oliver Blvd,"Fairfield, AL 35064",(205) 786-5500
On Tap Sports Cafe-Lakeview,737 29th St S,"Birmingham, AL 35233",(205) 320-1225
Mama Maria's Restaurant & Pizzeria,770 Main St E,"Rainsville, AL 35986",(256) 638-8999
Foley Coffee Shop,213 N Mckenzie St,"Foley, AL 36535",(251) 943-7433
Subway,5506 Crestwood Blvd,"Birmingham, AL 35212",(205) 591-7171
Buttermilk Hill,300 E 3rd St,"Sylacauga, AL 35150",(256) 207-1001
Golden Rule BBQ of Pell City,1700 Martin St N,"Pell City, AL 35125",(205) 338-1443
Subway,2025 Coliseum Blvd,"Montgomery, AL 36110",(334) 279-1770
McDonald's,218 Gadsden Hwy,"Birmingham, AL 35235",(205) 833-5149
Fay's Bar-B-Que,2600 Old Birmingham Hwy,"Sylacauga, AL 35150",(256) 245-0490
Immanuel Oriental Market,4410 Mcclellan Blvd,"Anniston, AL 36206",(256) 236-0505
Buffalo Wild Wings,5915 Trussville Crossings Pkwy Ste 101,"Birmingham, AL 35235",(205) 655-2521
El Torito,3123 Ross Clark Cir Ste 5,"Dothan, AL 36303",(334) 673-5620
Dreamland BBQ,101 Bridge Ave,"Northport, AL 35476",(205) 343-6677
China House,6212 Old Madison Pike NW Ste 35806,"Huntsville, AL 35806",(256) 837-3090
Hardee's,912 Fort Dale Rd,"Greenville, AL 36037",(334) 382-2352
Church's Texas Chicken,670 Schillinger Rd N,"Mobile, AL 36608",(251) 776-7366
Ruan Thai Restaurant Authentic,1407 University Blvd,"Tuscaloosa, AL 35401",(205) 391-9973
Kfc,1301 Highway 31 North,"Hartselle, AL 35640",(256) 773-4447
Subway,1201 N Main Ave,"Sylacauga, AL 35150",(256) 245-7824
Planet Smoothie,4700 Highway 280,"Birmingham, AL 35242",(205) 995-8803
Chick-fil-A,2801 Memorial Pkwy SW Ste 70,"Huntsville, AL 35801",(256) 533-9206
