name,address,locality,phone
"Rogers, Susan",1403 Butler Ave,"Tybee Island, GA 31328",(912) 226-6027
Mandarin Chinese Restaurant The,3086 Riverside Dr,"Macon, GA 31210",(478) 477-5728
The Border Mexican Restaurant,2569 Cobb Pkwy SE,"Smyrna, GA 30080",(770) 818-0650
Ellis Meat Market,117 W Main St,"Statesboro, GA 30458",(912) 225-4599
Affairs By Pinehurst Caterers,108 S Lee St,"Stockbridge, GA 30281",(770) 474-7997
Lanier Pharmacy,3560 Thompson Bridge Rd,"Gainesville, GA 30506",(770) 536-8861
Carriage House,34 N Main St,"Jasper, GA 30143",(706) 253-7383
MT. Zion Childcare and Learning,7665 Mount Zion Blvd,"Jonesboro, GA 30236",(770) 477-7850
Finchers Barbecue,5627 Houston Rd,"Macon, GA 31216",(478) 781-6998
Mori Japanese Steakhouse & Sushi Bar,1709 Norman Dr,"Valdosta, GA 31601",(229) 244-5299
Jade Dragon,1414 Lawrenceville Suwanee Rd Ste A,"Lawrenceville, GA 30043",(770) 339-1101
Luman C Earle Bankruptcy Attorney,1101 Hillcrest Pkwy. Suite E,"Dublin, GA 31021",(478) 275-1518
Hawthorne Drugs,"975 Hawthorne Ave, A","Athens, GA 30606",(706) 548-5227
Lovezzola's Pizza & Sub,320 US Highway 80 E,"Pooler, GA 31322",(912) 748-6414
Fayette Hearing Clinic,8 Eastbrook Bnd,"Peachtree City, GA 30269",(770) 631-4490
Marietta Pizza Company,3901 Mary Eliza Trce NW,"Marietta, GA 30064",(770) 693-9606
Cicis,2920 Ronald Reagan Blvd,"Cumming, GA 30041",(770) 886-7800
Hong Kong Star,4719 Lower Roswell Rd Ste 110,"Marietta, GA 30068",(770) 509-2129
Soul Food Train,585 Franklin Gtwy SE Ste 240,"Marietta, GA 30067",(404) 422-8576
Zaxby's,405 N Slappey Blvd,"Albany, GA 31701",(229) 888-9995
Blue Willow Inn Restaurant,294 N Cherokee Rd,"Social Circle, GA 30025",(770) 464-2131
Ichiban Japanese Steakhouse & Sushi Bar,2965 N Ashley St,"Valdosta, GA 31602",(229) 249-9010
Life Grocery Natural Foods & Cafe,1453 Roswell Rd,"Marietta, GA 30062",(770) 977-9583
Natural Defense,1190 Five Forks Trickum Rd Suite 1,"Lawrenceville, GA 30046",(770) 212-9335
Shogun Japanese Restaurant,900 Burrus Rd,"Macon, GA 31204",(478) 743-3100
Marietta Pizza Company,3 Whitlock Ave SW,"Marietta, GA 30064",(770) 419-0900
China kitchen,2424 Woodruff Farm Rd,"Columbus, GA 31907",(706) 568-6561
Sconyers Bar-B-Que,2250 Sconyers Way,"Augusta, GA 30906",(706) 790-5411
Jade Dragon,4601 Satellite Blvd,"Duluth, GA 30096",(770) 409-0003
Green Fire Pizza,1557 Pooler Parkway,"Pooler, GA 31322",(912) 988-3381
Great Wall Chinese Restaurant,2908 N Ashley St,"Valdosta, GA 31602",(229) 242-2727
Luna's Restaurant,200 Main St SW,"Gainesville, GA 30501",(770) 531-0848
The Gallery Espresso,234 Bull St,"Savannah, GA 31401",(912) 233-5348
Caffe Amici,2301 Airport Thruway,"Columbus, GA 31904",(706) 653-6361
Smokey's BBQ,,,(912) 349-0864
New Life Natural Foods.,2825 Washington Rd,"Augusta, GA 30909",(706) 737-8805
Kochi Sushi and Hibachi,4306 Lawrenceville Hwy,"Tucker, GA 30084",(770) 939-3831
Carrabba's Italian Grill - Closed,1210 Ashford Xing,"Atlanta, GA 30346",(770) 804-0467
Wildflour,5815 Windward Pkwy,"Alpharetta, GA 30005",(678) 822-9453
Hong Kong Buffet,118 W Main St,"Colquitt, GA 39837",(229) 758-2736
Taco Bell,4465 Jonesboro Rd,"Forest Park, GA 30297",(404) 361-6509
Trackside Tavern,313 E College Ave,"Decatur, GA 30030",(404) 378-0504
Beef 'O' Bradys,2655 Freedom Pkwy,"Cumming, GA 30041",(770) 781-8803
Halal American Deli,66 Walton St NW,"Atlanta, GA 30303",(404) 230-9235
Six Pence Pub,245 Bull St,"Savannah, GA 31401",(912) 233-3151
Fortune Cookie Restaurant Inc,2480 Briarcliff Rd NE,"Atlanta, GA 30329",(404) 636-8899
Hans Carry Out,798 James Jackson Pkwy NW,"Atlanta, GA 30318",(404) 799-9798
56 Pub,4020 Mike Padgett Hwy,"Augusta, GA 30906",(706) 814-5068
Canton Cooks,5984 Roswell Rd,"Atlanta, GA 30328",(404) 252-0322
Captain D's Seafood Kitchen,1013 W Spring St,"Monroe, GA 30655",(770) 267-8587
Tarahumata Mexican Grill,6195 Windward Pkwy,"Alpharetta, GA 30005",(770) 772-4540
Stoney River,10524 Alpharetta Hwy,"Roswell, GA 30076",(678) 461-7900
Huc-A-Poo's,1213 Us Highway 80,"Tybee Island, GA 31328",(912) 786-5900
Domino's Pizza,2163 Fairburn Rd Ste 4-G,"Douglasville, GA 30135",(770) 920-9200
Popeyes Louisiana Kitchen,610 Cascade Ave SW,"Atlanta, GA 30310",(404) 758-2312
Zanza,4203 Snapfinger Woods Dr,"Decatur, GA 30035",(404) 286-4500
Captain D's Seafood Kitchen,2422 Wesley Chapel Rd,"Decatur, GA 30035",(770) 593-0028
Kang Nam,5715 Buford Hwy NE Ste 101,"Atlanta, GA 30340",(770) 455-3464
Javavino,579 N Highland Ave NE,"Atlanta, GA 30307",(404) 577-8673
Sonic Drive-In,396 Canebrake Rd,"Savannah, GA 31419",(912) 921-1080
Fujiyama Japanese Steak House & Sushi Bar,3043 Washington Rd,"Augusta, GA 30907",(706) 447-4959
Chuck E. Cheese's,6890 Douglas Blvd,"Douglasville, GA 30135",(770) 577-8951
Club Velvet,2306 Gordon Hwy,"Augusta, GA 30909",(706) 738-5980
Knights 1889,24 W Main St,"Cartersville, GA 30120",(678) 605-1889
Mr John B's in Crabapple,780 Mayfield Rd,"Alpharetta, GA 30009",(404) 751-7381
Chili's,2705 Hamilton Mill RD,"Buford, GA 30519",(678) 546-4995
Taxis El Mexicano,1484 Willingham Ave,"Baldwin, GA 30511",(706) 778-9466
La Nopalera Mexican Restaurant,10060 Ford Ave,"Richmond Hill, GA 31324",(912) 459-0619
Domino's Pizza,3880 Due West Rd NW,"Marietta, GA 30064",(770) 423-1313
Long John Silver's,2425 Pio Nono Ave,"Macon, GA 31206",(478) 788-5030
Dairy Queen Grill & Chill,224 Ga Highway 49 N,"Byron, GA 31008",(478) 956-3159
Krystal,3230 Highway 278 NE,"Covington, GA 30014",(770) 786-6269
Houston's Restaurant,3321 Lenox Rd NE,"Atlanta, GA 30326",(404) 237-7534
Rhinehart's Oyster Bar,303 N Belair Rd,"Evans, GA 30809",(706) 868-6850
Johnboy's Home Cooking,3050 Main St W,"Snellville, GA 30078",(770) 979-6988
Panda Express,2716 Chapel Hill Rd,"Douglasville, GA 30135",(770) 852-6920
Sybil's Family Restaurant,362 N 1st St,"Jesup, GA 31545",(912) 427-3855
Subway,2610 Delk Rd SE,"Marietta, GA 30067",(770) 953-2965
Big Chick tony smith,103 Patrol Rd,"Forsyth, GA 31029",(478) 994-9918
Garden Cafe,123 SW Central Ave,"Blackshear, GA 31516",(912) 449-6621
Wing Nation,5055 Austell Rd Ste 153,"Austell, GA 30106",(678) 945-8858
Zaxby's,120 Walmart Dr,"Eatonton, GA 31024",(706) 923-1910
Chick-fil-A,2256 Memorial Dr,"Waycross, GA 31501",(912) 285-2500
El Porton Jones Bridge,11950 Jones Bridge Rd,"Alpharetta, GA 30005",(770) 569-1775
BBQ Corner 2,5150 Buford Hwy NE,"Doraville, GA 30340",(770) 451-2888
Tierra Bella,2040 Beaver Ruin Rd,"Norcross, GA 30071",(770) 480-7171
Ole Times Country Buffet,1636 Veterans Blvd,"Dublin, GA 31021",(478) 275-0019
McDonald's,8872 Dallas Acworth Hwy,"Dallas, GA 30132",(770) 975-7395
Chick-fil-A,3643 Peachtree Pkwy,"Suwanee, GA 30024",(770) 813-1594
Hardee's,587 Carrollton St,"Temple, GA 30179",(770) 562-2689
Waffle House,170 Ernest W Barrett Pkwy SW,"Marietta, GA 30064",(770) 426-5704
Captain D's Seafood Kitchen,4120 Buena Vista Rd,"Columbus, GA 31907",(706) 563-8138
Tony's Pizza Service,5 Dean Dr NE,"Cartersville, GA 30121",(770) 382-2432
Quality Chef,2985 Villa Rica Hwy,"Dallas, GA 30157",(770) 443-6599
Wendy's,139 E College St,"Bowdon, GA 30108",(770) 258-0804
Hot Dog Zone,6000 N Terminal Pkwy,"Atlanta, GA 30320",(404) 765-0009
Panda Express,12162 Highway 92,"Woodstock, GA 30188",(770) 592-1619
Bub-Ba-Q,1976 Highway 53 W,"Jasper, GA 30143",(706) 692-7929
Countyline Cafe,7 E Oak St,"Luthersville, GA 30251",(770) 927-3030
Ruby Tuesday,167 Steven B Tanger Blvd,"Commerce, GA 30529",(706) 335-6676
Arby's,810 2nd St W,"Tifton, GA 31794",(229) 382-7675
American Deli,4514 Washington Rd,"Atlanta, GA 30349",(404) 767-3344
Mellow Mushroom,11770 Haynes Bridge Rd,"Alpharetta, GA 30009",(770) 663-3812
Wendy's,4643 Memorial Dr,"Decatur, GA 30032",(470) 357-6139
Jukebox Bar & Grill,3741 Ogeechee Rd,"Savannah, GA 31405",(912) 756-6997
KC's Korner Restaurant,11877 Fairmount Hwy SE,"Fairmount, GA 30139",(706) 337-2785
Nan Thai Fine Dining,1350 Spring St NW Ste 1,"Atlanta, GA 30309",(404) 870-9933
Chopsticks China Bistro,100 N Peachtree Pkwy,"Peachtree City, GA 30269",(678) 902-1885
Bleu Pub,116 W Hill Ave,"Valdosta, GA 31601",(229) 219-2289
A Piece of Cake Bakery,4015 Washington Rd,"Augusta, GA 30907",(706) 922-2000
Spoons Restaurant,24 W Broad St,"Newnan, GA 30263",(678) 423-5211
Thaicoon Sushi Bar,34 Mill St NE,"Marietta, GA 30060",(678) 766-0641
Gladys Soul Food,111 High St,"Dublin, GA 31021",(478) 304-0729
Domino's Pizza,702 Tifton Rd,"Nashville, GA 31639",(229) 686-2200
New China Buffet,1211 E 16th Ave,"Cordele, GA 31015",(229) 273-8873
Checkers,6033 Fairburn Rd,"Douglasville, GA 30134",(770) 947-9646
Grant Central Pizza East,1279 Glenwood Ave SE,"Atlanta, GA 30316",(404) 627-0007
Chick-fil-A,1035 Peachtree Industrial Blvd,"Suwanee, GA 30024",(770) 831-1177
Burger King,11245 Highway 27,"Summerville, GA 30747",(706) 400-6360
Nana's Country Cooking,613 Main St,"Palmetto, GA 30268",(770) 463-0401
Waffle House,1030 Highway 34 E,"Newnan, GA 30265",(770) 252-3868
Red Lobster,3937 Lavista Rd,"Tucker, GA 30084",(770) 934-2645
Atkins Park Tavern,2840 Atlanta Rd SE,"Smyrna, GA 30080",(770) 435-1887
Divine Flavor Jamaican Restaurant,532 Flint River Rd,"Jonesboro, GA 30238",(770) 473-4232
The Warehouse Bar & Grille,18 E River St,"Savannah, GA 31401",(912) 234-6003
Barberitos,509 Ocean Blvd,"Saint Simons Island, GA 31522",(912) 634-2812
Don Lolo's Mexican Restaurant,7859 Nashville St,"Ringgold, GA 30736",(706) 937-5656
Captain D's Seafood Kitchen,1845 Memorial Dr,"Waycross, GA 31501",(912) 287-1364
Cherokee Cattle Company,2710 Canton Rd,"Marietta, GA 30066",(770) 427-0490
China Taste,1040 King George Blvd Ste 40,"Savannah, GA 31419",(912) 920-2558
Taste Of India,131 E Broad St,"Athens, GA 30601",(706) 559-0000
Smokey Bones Bar & Fire Grill,2930 Stonecrest Cir,"Lithonia, GA 30038",(770) 484-0020
Subway,1296 W Cherry St,"Jesup, GA 31545",(912) 427-7456
Maria's Mexican Restaurant,1618 N Expressway,"Griffin, GA 30223",(770) 228-5383
Santa Fe Flats Grill & Sports,4700 Southport Rd,"Atlanta, GA 30337",(404) 767-1988
Pat's Camp Restaurant,100 Pats Camp Rd,"Vienna, GA 31092",(229) 268-3758
Zaxby's,4409 Hugh Howell Rd,"Tucker, GA 30084",(678) 609-5525
Ms. Wings,1560 Southlake Pkwy,"Morrow, GA 30260",(770) 968-0789
Chester's,2129 Washington Rd,"Thomson, GA 30824",(706) 843-9839
Domino's Pizza,3509 Us Highway 84,"Blackshear, GA 31516",(912) 807-8700
Waffle House,2812 Chapel Hill Rd,"Douglasville, GA 30135",(770) 489-8899
Milltown Tavern,180 Carroll St SE,"Atlanta, GA 30312",(404) 827-0434
5th St Sandwich Shop,203 5th St NW,"Moultrie, GA 31768",(229) 891-2030
La Cabana Mexican Restaurant,307 N Main St,"Wrens, GA 30833",(706) 547-2009
American Deli,3570 Memorial Dr,"Decatur, GA 30032",(404) 289-0007
Sonic Drive-In,1463 Moreland Ave SE Unit E,"Atlanta, GA 30316",(404) 622-7735
Dairy Queen Grill & Chill,3913 Austell Powder Springs Rd,"Powder Springs, GA 30127",(770) 943-6605
Norman Park Cafe,124 E Broad,"Norman Park, GA 31771",(229) 769-3200
Chatter House Buffet,221 W Clinton St,"Gray, GA 31032",(478) 986-1606
Sonic Drive-In,507 S Main St,"Swainsboro, GA 30401",(478) 237-2222
Meatslangers Bar-B-Que,1346 Us Highway 19 S,"Leesburg, GA 31763",(229) 888-7427
Which Wich,747 Virginia Ave Ste 100,"Atlanta, GA 30354",(404) 765-9424
Grand China,8200 Mall Pkwy Ste 130,"Lithonia, GA 30038",(678) 323-8736
McDonald's,2881 Clairmont Rd NE,"Brookhaven, GA 30329",(404) 320-0020
Subway,13653 Jones St,"Lavonia, GA 30553",(706) 356-2986
Wasabi,1291 Old Peachtree Rd NW,"Suwanee, GA 30024",(678) 417-1303
Blackstone Cafe,1797 Northeast Expy NE,"Brookhaven, GA 30329",(404) 325-4200
Economy Inn,2565 Wesley Chapel Rd,"Decatur, GA 30035",(404) 288-6911
Rumi's Kitchen,6112 Chastain Dr NE,"Atlanta, GA 30342",(404) 477-2100
North Highland Pub,469 N Highland Ave NE,"Atlanta, GA 30307",(404) 522-4600
Hong Kong Express,2444 Pio Nono Ave Ste A,"Macon, GA 31206",(478) 788-4633
Dunkin',3935 Lawrenceville Hwy NW,"Lilburn, GA 30047",(770) 921-8669
Southern Restaurant Management Inc,1835 Lockeway Dr,"Alpharetta, GA 30004",(770) 663-4520
Holt's Bakery Inc,614 S Grant St,"Fitzgerald, GA 31750",(229) 423-4551
Jim N Nick's Bar-B-Q,5153 Jimmy Lee Smith Pkwy,"Hiram, GA 30141",(770) 439-2662
Weeyums Philly Style,900 Main St,"Stone Mountain, GA 30083",(770) 469-0880
Waffle House,1505 Dean Forest Rd,"Savannah, GA 31408",(912) 963-0027
Taqueria Y Pupuseria Rosita,4121 Stone Mountain Hwy,"Lilburn, GA 30047",(770) 979-2900
Cinco De Mayo Mexican Grill,3281 Highway 5,"Douglasville, GA 30135",(678) 715-7234
Subway,938 Highway 81 E,"McDonough, GA 30252",(770) 914-8003
McDonald's,2448 N Slappey Blvd,"Albany, GA 31701",(229) 436-5522
Cozumel Mexican Restaurant,5058 Old National Hwy,"Atlanta, GA 30349",(404) 761-2044
Panda Express,3410 Buford Dr Ste G430,"Buford, GA 30519",(678) 482-8378
Burger King,472 E 3rd St,"Jackson, GA 30233",(770) 775-0500
Starbucks Coffee,7804 Abercorn St,"Savannah, GA 31406",(912) 692-0121
Susie's Best Wings,3257 Salem Rd,"Covington, GA 30016",(770) 929-8300
La Fiesta Mexican Grill,2000 Mirror Lake Blvd,"Villa Rica, GA 30180",(770) 456-6161
Shoney's,5616 Highway 20 SE,"Cartersville, GA 30121",(770) 382-7911
Chick-Fil-A,303 Mall Blvd,"Savannah, GA 31406",(912) 354-4355
Taco Bell,2631 Skidaway Rd,"Savannah, GA 31404",(912) 236-6682
baldinos Giant Jersey Subs,4620 Augusta Rd,"Savannah, GA 31408",(912) 964-0133
Cracker Barrel Old Country Store,3950 Riverside Dr,"Macon, GA 31210",(478) 474-7029
Fatz,2715 Watson Blvd,"Warner Robins, GA 31093",(478) 971-1090
Logan's Roadhouse,269 Robert C Daniel Jr Pkwy,"Augusta, GA 30909",(706) 738-8088
Chin Chin Express,8290 Roswell Rd,"Atlanta, GA 30350",(770) 998-1178
Chipotle Mexican Grill,5250 Windward Pkwy,"Alpharetta, GA 30004",(678) 867-9459
Applebee's,11120 Abercorn St,"Savannah, GA 31419",(912) 920-7569
Subway,3662 Satellite Blvd,"Duluth, GA 30096",(770) 623-1521
The Tea Room,7 E Broughton St,"Savannah, GA 31401",(912) 239-9690
Cafe J II,4853 Memorial Dr,"Stone Mountain, GA 30083",(404) 296-9200
McDonald's,7001 Concourse Pkwy,"Douglasville, GA 30134",(770) 577-8189
Snack Shack,601 Powder Springs St,"Marietta, GA 30064",(770) 919-0010
FPL Food,1301 New Savannah Rd,"Augusta, GA 30901",(706) 722-2694
Tantra Restaurant,2285 Peachtree Rd NE,"Atlanta, GA 30309",(404) 228-7963
Lee Pub,1561 Us Highway 19 S,"Leesburg, GA 31763",(229) 878-0330
Nare Enterprise Inc,3670 Georgia Ave,"Hapeville, GA 30354",(404) 763-0706
The Loft,1032 Broadway,"Columbus, GA 31901",(706) 596-8141
Naylor Hall,1121 Canton St,"Roswell, GA 30075",(770) 642-9409
Luigi's,590 Broad St,"Augusta, GA 30901",(706) 722-4056
3 Squares Diner,202 W Franklin St,"Sylvester, GA 31791",(229) 776-5891
Taco Bell,2495 N Columbia St,"Milledgeville, GA 31061",(478) 452-2405
Dunkin',938 Buford Dr,"Lawrenceville, GA 30043",(678) 407-2111
Burger King,2495 Dallas Hwy SW,"Marietta, GA 30064",(770) 419-2173
China Express by Choe,5300 Stone Mountain Hwy,"Stone Mountain, GA 30087",(770) 465-9776
Merkerson's Seafood,2106 Candler Rd,"Decatur, GA 30032",(404) 284-4174
Rodney's,1856 Hiram Douglasville Hwy,"Hiram, GA 30141",(770) 672-0518
Big Daddy's Cafe,2284 Cascade Rd SW,"Atlanta, GA 30311",(404) 758-4000
Kfc,2663 Main St W,"Snellville, GA 30078",(770) 972-1935
Dicks Wings,2470 Memorial Dr,"Waycross, GA 31503",(912) 287-9930
Kennedy fried chicken,924 Pennsylvania Ave,"Savannah, GA 31404",(912) 233-8396
Amos's BBQ,697 Hightower Rd,"Ball Ground, GA 30107",(770) 889-3866
McDonald's,1190 E Cherry St,"Jesup, GA 31546",(912) 427-6896
Taqueria del Sol,334 Prince Ave,"Athens, GA 30601",(706) 353-3890
Georgia French Bakery & Cafe,3512 Satellite Blvd,"Duluth, GA 30096",(770) 622-2682
Barberitos,148 W Hancock St,"Milledgeville, GA 31061",(478) 451-4717
Smith's Fried Chicken,403 North St E,"Vidalia, GA 30474",(912) 537-8611
Waffle House,10 Highway 515,"Blairsville, GA 30512",(706) 745-3174
Atami Steak & Sushi,2538 Cedarcrest Rd,"Acworth, GA 30101",(678) 574-8828
Hanul Korean Restaurant Inc,2250 Pleasant Hill Rd,"Duluth, GA 30096",(770) 232-9700
Applebee's,2574 Riverside Dr,"Macon, GA 31204",(478) 741-0050
Subway,3821 Washington Rd Ste A,"Augusta, GA 30907",(706) 868-0936
Waffle House,1700 Howell Mill Rd NW,"Atlanta, GA 30318",(404) 351-0172
Chick-fil-A,1455 N Expressway,"Griffin, GA 30223",(770) 233-1712
Los Reyes Mexican Restaurant,1018 Roswell St SE,"Marietta, GA 30060",(770) 426-1521
Moe's Southwest Grill,9777 Highway 92,"Woodstock, GA 30188",(770) 517-6634
Jay Buffalo's House,6284 N Lee St,"Morrow, GA 30260",(770) 960-5988
Chick-Fil-A,1570 Robin Hill Dr,"Norcross, GA 30093",(770) 717-9094
The Ship & Anchor Pub,5975 Roswell Rd,"Sandy Springs, GA 30328",(404) 256-3550
New China,69 Poplar Springs Rd,"Ringgold, GA 30736",(706) 965-8338
Demitris,3771 Covington Hwy,"Decatur, GA 30032",(404) 284-1451
Mid-South Restaurants,5401 Whittlesey Blvd,"Columbus, GA 31909",(706) 317-4865
Waffle House,121 Waterfront Way,"Dalton, GA 30720",(706) 277-7704
Krystal,19 Monroe Hwy,"Winder, GA 30680",(770) 868-0640
Bearcreek Coffee and Internet Cafe,1422 Green Rd,"Chatsworth, GA 30705",(706) 517-5050
Paris Bistro,3390 Peachtree Rd NE,"Atlanta, GA 30326",(404) 869-8833
Nabila's Garden Restaurant,201 S Main St,"Fitzgerald, GA 31750",(229) 423-0389
International Cafe,1875 E Main St,"Hogansville, GA 30230",(706) 637-6050
Mathews Seafood,121 Kicklighter Way,"Savannah, GA 31408",(912) 964-1244
Cafe Basil,13560 Morris Rd,"Alpharetta, GA 30004",(770) 777-7773
Larry's Giant Subs,1095 N Macon St,"Jesup, GA 31545",(912) 427-8388
Cracker Barrel Old Country Store,1195 N Saint Augustine Rd,"Valdosta, GA 31601",(229) 244-5258
Domino's Pizza,1087 E Franklin St Ste A,"Hartwell, GA 30643",(706) 377-7272
Cutters Point Coffee,7360 Skidaway Rd Ste K1,"Savannah, GA 31406",(912) 355-2118
Kfc,302 S Main St,"Swainsboro, GA 30401",(478) 237-5133
Harvest Moon Cafe,234 Broad St,"Rome, GA 30161",(706) 292-0099
Pizza Hut,3150 Highway 34 E Ste 210,"Newnan, GA 30265",(770) 254-8882
Moe's Southwest Grill,4030 Lavista Rd,"Tucker, GA 30084",(770) 414-1195
Galle's Seafood,31 Laney Walker Blvd,"Augusta, GA 30901",(706) 724-4625
Dairy Queen - Closed,4400 Ashford Dunwoody Rd NE,"Atlanta, GA 30346",(678) 320-0880
La Cabana,69 Old 29 Hwy,"Hartwell, GA 30643",(706) 377-3959
Waffle House,1310 Oconee St,"Athens, GA 30605",(706) 353-2175
Falafel Cafe,950 Cobb Pkwy S,"Marietta, GA 30060",(770) 429-8999
Chin Chin Johnson Ferry,617 Johnson Ferry Rd,"Marietta, GA 30068",(678) 560-5550
El Potro Mexican Restaurant,2487 US Highway 17,"Richmond Hill, GA 31324",(912) 756-2725
Big Nick's Place,2665 E Point St,"Atlanta, GA 30344",(404) 305-8914
Buhe Restaurant,3092 Briarcliff Rd NE,"Atlanta, GA 30329",(770) 325-7487
Food Studio,887 W Marietta St NW,"Atlanta, GA 30318",(404) 815-6677
Wendy's,2350 Towne Lake Pkwy,"Woodstock, GA 30189",(770) 592-5656
Waffle House,1701 Northside Dr NW Ste A,"Atlanta, GA 30318",(404) 355-5562
Echo Restaurant,11379 Highway 106,"Carnesville, GA 30521",(706) 384-3923
Burger King,3740 Austell Rd SW,"Marietta, GA 30008",(770) 435-4104
Shawn O' Brian's Roadhouse,2400 Highway 36 E,"Jackson, GA 30233",(770) 775-5551
Zaxby's,3031 William Few Pkwy,"Evans, GA 30809",(706) 210-2929
The Sand Bar,1512 Butler Ave,"Tybee Island, GA 31328",(912) 786-8304
Subway,5555 Whittlesey Blvd Ste 1130,"Columbus, GA 31909",(706) 320-0766
Great Wall Chinese Restaurant,3315 S Cobb Dr SE,"Smyrna, GA 30080",(770) 438-8820
Red Lobster,2847 Washington Rd,"Augusta, GA 30909",(706) 737-4314
Dairy Queen Grill & Chill,808 W Washington St,"Monticello, GA 31064",(706) 468-6260
La Hacienda,365 Fayette Pl,"Fayetteville, GA 30214",(770) 460-2999
Ponder's Seafood,600 W Central Ave,"Moultrie, GA 31768",(229) 890-1114
Jefferson's,340 Broad St,"Rome, GA 30161",(706) 378-0222
Panaderia Mi Bella Guatamala,5895 Jimmy Carter Blvd,"Norcross, GA 30071",(678) 694-8235
Denny's,309 Ga Highway 49 N,"Byron, GA 31008",(478) 956-2322
Firehouse Subs,3350 Buford Dr,"Buford, GA 30519",(770) 904-6817
Chick-fil-A,707 Highway 54,"Peachtree City, GA 30269",(770) 487-0042
Portofino Express Inc,126 Remco Shops Ln,"Ringgold, GA 30736",(706) 935-2270
McDonald's,475 Johnny Mercer Blvd,"Savannah, GA 31410",(912) 897-4220
Java Lords Coffee House,1105 Euclid Ave NE,"Atlanta, GA 30307",(404) 477-0921
Schuster Enterprises,3530 Macon Rd,"Columbus, GA 31907",(706) 568-2657
Hickory Hut,531 W Memorial Dr,"Dallas, GA 30132",(770) 443-8690
Thai Spice-Norcross,5161 Peachtree Pkwy,"Peachtree Corners, GA 30092",(770) 449-3996
Messina's Mediterranean Cuisine,4075 Lawrenceville Hwy NW,"Lilburn, GA 30047",(770) 935-9990
Panda Chinese Restaurant,332 E Winthrope Ave,"Millen, GA 30442",(478) 982-9898
Bar-B-Cutie,3466 Cobb Pkwy NW,"Acworth, GA 30101",(770) 917-8436
Subway,4725 Us Highway 80 E,"Savannah, GA 31410",(912) 897-8075
The Derby Sports Grille Pub,9850 Nesbit Ferry Rd,"Alpharetta, GA 30022",(770) 642-7988
Dunkin',2704 Candler Rd,"Decatur, GA 30034",(770) 544-7168
Number One China,5950 Fairington Rd,"Lithonia, GA 30038",(770) 981-3899
Burger King,415 Bullsboro Dr,"Newnan, GA 30263",(770) 502-1090
Subway,4065 Memorial Dr,"Decatur, GA 30032",(404) 297-7764
Dab's Cafe,1000 Terminal Dr,"Macon, GA 31216",(478) 781-4334
